id,qid1,qid2,question1,question2,is_duplicate
1256,2511,2512,너를 사랑한 만큼만,너무 너무 억울하다.,1
1257,2513,2514,너를 사랑한 시간,너를 사랑한 시간들,0
1258,2515,2516,너무 가슴이 아프네,너무 힘드네.,0
1259,2517,2518,너무 끔직한 5월의 연휴도,너무 답답해 조언 좀 해줘,1
1260,2519,2520,너무 늦은 깨달음,너무 답답해서 글을 써봅니다,1
1261,2521,2522,너무 답답한데.,너무 매달렸나봐,1
1262,2523,2524,너무 답답해서 글올려,너무 보고 싶습니다.,1
1263,2525,2526,너무 두려워.,너무 보고싶네.,1
1264,2527,2528,너무 많은 걸 바래,나한테 너무 많은 걸 바라는 듯,0
1265,2529,2530,너무 바빠,할일 되게 많아,0
1266,2531,2532,너무 배가 불러,배불러,0
1267,2533,2534,너무 보고 싶다.,너무 그리워하는 그 사람.,0
1268,2535,2536,너무 보고 싶어 살려줘.,너무 슬퍼 잠못들어 보내지 못하는 글을 올려봅니다,1
1269,2537,2538,너무 빨리 대답해,대답이 너무 빨라,0
1270,2539,2540,너무 뻔뻔하게 구는데,자기 잘못은 모르고 엄청 뻔뻔해,0
1271,2541,2542,너무 사랑하는데 동거해도될까?,동거해도될까?,0
1272,2543,2544,너무 사랑해서그래서 미안하다,너무 아플줄 알았는데 오히려 무덤덤하네,1
1273,2545,2546,너무 상처를받아서,너무 우울하네,1
1274,2547,2548,너무 설레서 울렁거려.,설레서 울렁거려.,0
1275,2549,2550,너무 아파 외로워,너무 허무하네,1
1276,2551,2552,너무 어려워,모든 일이 어려워,0
1277,2553,2554,너무 예민한 여자친구,너무 예민한 여자친구 어떻게 해,0
1278,2555,2556,너무 오래 기다리게 한다.,나를 너무 오래 기다리게했어,0
1279,2557,2558,너무 오래한 연애,너무 화나.,1
1280,2559,2560,너무 잘하는 후배가 들어왔어,후배가 너무 잘해,0
1281,2561,2562,너무 잘해주면 질려하나?,너무 잘해주면 질려하나?,0
1282,2563,2564,너무 잘해줘서 이래도 되나 싶어,나한테 너무 잘해줘서 이래도 되나 싶어,0
1283,2565,2566,너무 잘해줬더니 당연한줄 아네,너무 잘해줬더니 이제 당연한줄 아네,0
1284,2567,2568,너무 잡고 싶지만 도저히 잡지 못해,너무 힘드네여,1
1285,2569,2570,너무 좋아서 절제가 안돼.,좋아서 절제가 안돼.,0
1286,2571,2572,너무 좋아하면 남자친구가 부담스러워 할까?,좋아하는거 티내면 남자친구가 부담스러워 할까?,0
1287,2573,2574,너무 초라해지는 느낌이야,내가 너무 초라해,0
1288,2575,2576,너무 추워서 시베리아 같아,시베리아 같아 추워,0
1289,2577,2578,너무 쿨한 남자친구가 고민이야.,남친이 너무 쿨해,0
1290,2579,2580,너무 편해도 안 좋아,너무 편해진 거 같아,0
1291,2581,2582,너무 행복해. 오래갈 수 있을까?,너무 행복해. 오래갈 수 있을까?,0
1292,2583,2584,너무 화가나 슬프구,너무 힘든데,1
1293,2585,2586,너무 힘드네,너무 힘들다,0
1294,2587,2588,너무 힘든 나날을 보내고 있습니다.,너무 힘들어서 미치겠네,0
1295,2589,2590,너무 힘든데 조언 좀,너무 힘들어서 정말 너무 힘들어,1
1296,2591,2592,너무 힘들다,외로워,1
1297,2593,2594,너무 힘들다,너무 힘들어서 지금 옥상에 올라왔어.,1
1298,2595,2596,너무 힘들다. 지쳤어.,오늘 너무 힘들다,0
1299,2597,2598,너무 힘들어서 심장이 터질 것만 같아,너무 힘듭니다,0
1300,2599,2600,너무 힘들어서 죽고싶어,너무 힘이 들어.,0
1301,2601,2602,너무 힘듭니다,너무나 와닿는그런 표현이 아닐까 하네,1
1302,2603,2604,너무 힘이 들고 내 자신이 한심해,너무너무 답답하네,1
1303,2605,2606,너무 힘이 듭니다,너무 우울해,1
1304,2607,2608,너무나도 힘들어,너무 화가 나네.,1
1305,2609,2610,너무너무너무 힘드네,너에게 보냈던 마지막 카톡.,1
1306,2611,2612,너무하네 진짜,진짜 너무하네,0
1307,2613,2614,너무하네 진짜,너에게 쓰는 편지,1
1308,2615,2616,너에게 보낼 수 없어 여기다 남길게,너와 처음 만났던 공간부터.,1
1309,2617,2618,너에게 쓰는 나의 마음편지,너한테 또 안보낼 편지,0
1310,2619,2620,너에게 쓴다,너한테 이글 안 보여 줄거다 .,1
1311,2621,2622,너와 내가 인연이었으면 좋겠어, 인연이었으면 좋겠어,0
1312,2623,2624,너의 향기를 지우려.,넌 그냥 외로움을 달래기 위한 거였겠지.,1
1313,2625,2626,너한테 쓰는 편지,넌 잘살더라,1
1314,2627,2628,넋두리,넌 행복하네,1
1315,2629,2630,넌 너무나도 잘지내고있구나,넘 많이 먹었다.,1
1316,2631,2632,넌 충분히 좋은 사람이였어,네 꿈을 자주 꾸는데,1
1317,2633,2634,널 사랑하지 않아,네번 헤어졌습니다,1
1318,2635,2636,넘 힘든 이별 준비,노래 듣는데 참 공감이 되네,1
1319,2637,2638,넘넘 외로워 죽겠어,너무 외로워,0
1320,2639,2640,넘어져서 발목 삔 거 같애,발목 삔 거 같애,0
1321,2641,2642,넘어질뻔했어,빨리 걷다가 넘어질뻔,0
1322,2643,2644,넘치는 사랑 받고 있어,내가 생각해도 넘치는 사랑 받고 있어,0
1323,2645,2646,네가 죽는다는 꿈을 꾸었어,놔줬더니 이게 뭐야?,1
1324,2647,2648,넥타이핀 선물 괜찮겠지?,넥타이핀 정도는 선물로 줘도 괜찮겠지?,0
1325,2649,2650,노는 거 좋아하는 남자는 좋아하면 힘들겠지?,노는 거 좋아하는 남자는 힘들겠지?,0
1326,2651,2652,노는 거 좋아하는 사람은 좋아하면 힘들거야.,노는 거 너무 좋아하는 사람은 좋아하면 힘들거야.,0
1327,2653,2654,노는 것 좋아하는 여자 이쁜데 좀 그래.,너무 잘 노는 이쁜 여자 좀 그래.,0
1328,2655,2656,노는게 제일 좋아,맨날 놀기만 했으면 좋겠어,0
1329,2657,2658,노래 가사가 참ㅠ 슬퍼,노래를 듣다가 눈물 나,0
1330,2659,2660,노래 잘 부르는 사람 부러워,노래 잘 부르는 사람 부러워,0
1331,2661,2662,노래 잘하고 싶어,노래 잘하는 사람 부러워,0
1332,2663,2664,노래가 정말 가슴이 찢어지내,누구나 궁금할법한 이야기,1
1333,2665,2666,노래방 가고 싶어,친구들이랑 노래방 가고 싶어,0
1334,2667,2668,노래방 걸 거 같은데 뭐 부르지,노래방 데이트 할 거 같은데 뭐 부르지,0
1335,2669,2670,노래방 노잼,노래 못해서 노래방 안 가,0
1336,2671,2672,노력해도 성적이 안 나와,노력해도 잘 안되는 공부,0
1337,2673,2674,노처녀인데 자꾸 화 낸다,노처녀 히스테리,0
1338,2675,2676,노트북 백업 안까먹고 해야지 ,컴퓨터 백업해야지,0
1339,2677,2678,노트북 사줘,나 노트북 사줘,0
1340,2679,2680,노트북 안돼,노트북 부팅 안돼,0
1341,2681,2682,노후 걱정 벌써 해야하나?,노후 걱정 벌써 해야하나?,0
1342,2683,2684,녹차  마실래?,녹차 한 잔 어때?,0
1343,2685,2686,논문 쓰기 힘들다,논문이 잘 안 써져.,0
1344,2687,2688,놀러 와라,우리집에 놀러와,0
1345,2689,2690,놀러가기 딱 좋은 날씨다,오늘 날씨 좋아서 놀러가고 싶어,0
1346,2691,2692,놀러다니기 좋아하는 남자 착하긴한데 나랑은 안맞다고 생각이 들어.,착한데 너무 놀러다니기 좋아하는 남자 안맞다고 생각이 들어.,0
1347,2693,2694,놀리기 쉬운 대상인가봐,나 놀려먹기 쉬운가?,0
1348,2695,2696,놀면서 돈 벌고 싶어,일 안하고 돈 벌고 싶어,0
1349,2697,2698,놀아 줄 사람이 없어,눈물,1
1350,2699,2700,놀아 줄거지,놀아줘,0
1351,2701,2702,놀아줘 놀아줘,나랑 놀아줘,0
1352,2703,2704,놀이공원 알바하면 재밌겠지,놀이공원 알바 재밌대,0
1353,2705,2706,놀이터에 친구가 없어,놀이터에서 뛰어 놀고 싶은데 친구가 없어,0
1354,2707,2708,농구하다 무르팍 깨짐,농구하다 다쳤어,0
1355,2709,2710,농구하러 가야지,농구해야지,0
1356,2711,2712,농사 짓고 살까?,귀농 어때?,0
1357,2713,2714,농활 간다,농촌 봉사활동 간다,0
1358,2715,2716,놓치고 싶지 않는 사람,놓치고 싶지 않는 사람,0
1359,2717,2718,뇌용량 초과,머리 용량 초과,0
1360,2719,2720,누가 날 좋아하는 걸 알면 어떤 생각이 들어?,누가 날 좋아하는 걸 알면 어떤 생각이 들어?,0
1361,2721,2722,누가 내 욕하는 거 같아,남들이 다 손가락질 하는 거 같아,0
1362,2723,2724,누가 더 사랑할까?,누가 더 사랑할까?,0
1363,2725,2726,누가 문열다 내차 긁었어,문콕당했어,0
1364,2727,2728,누가 봐도 썸 타는 사이인데 연락이 없어.,누가 봐도 썸 타는 사이인데 연락이 없어.,0
1365,2729,2730,누구 소개 좀 시켜줘 봐봐,소개팅 시켜줘,0
1366,2731,2732,누구나 가슴속에 있는 전화번호.,눈물이 계속 나와,1
1367,2733,2734,누구냐 넌?,누구야,0
1368,2735,2736,누구랑 결혼해야 할까,어떤 사람이랑 결혼해야할까,0
1369,2737,2738,누구세요?,너 누구냐,0
1370,2739,2740,누구에게나 친절한 남자 위험해?,누구에게나 친절한 남자 위험해?,0
1371,2741,2742,누군가 제 이야기를 들어줬으면 해서 올리내.,눈물이 많터냐,1
1372,2743,2744,누군가를 좋아하는게 과연 행복한 걸까.,누군가를 좋아하는게 과연 행복한 걸까.,0
1373,2745,2746,누군가를 좋아하는게 두려워.,누군가를 좋아하는게 두려워.,0
1374,2747,2748,누군가를 좋아하는게 이렇게 힘들줄 알았다면 시작도 안했을거야.,누군가를 좋아하는게 이렇게 힘들줄 알았다면 시작도 안했을거야.,0
1375,2749,2750,누군가를 좋아한다는건 정말 힘들일이야.,누군가를 좋아한다는건 정말 힘들일이야.,0
1376,2751,2752,누군가를 좋아해본 적이 없는데 문제가 있는걸까?,누군가를 좋아해본 적이 없는데 문제가 있는걸까?,0
1377,2753,2754,누군가를 짝사랑하게 되는게 두려워.,누군가를 짝사랑하게 되는게 두려워.,0
1378,2755,2756,누락된걸까,나 누락됐나봐,0
1379,2757,2758,누우면 자,침대에 누우면 바로 자,0
1380,2759,2760,눈 뜨면 생각나는 사람,대출 엄청 끼고 집 사,0
1381,2761,2762,눈 많이 왔어,눈 쌓였어,0
1382,2763,2764,눈물 나서 못 멈추겠어,갑자기 눈물 나,0
1383,2765,2766,눈물 나올거 같아,눈물 나올라 그래,0
1384,2767,2768,눈물만.,눈물이 멈춰지질 않네,0
1385,2769,2770,눈물이 납니다. 무슨 눈물인지 모르겠지만,뉴스는 역시 지루해,1
1386,2771,2772,눈물이 많아졌어,나이들면서 눈물이 많아졌어,0
1387,2773,2774,눈물이 말랐는지 슬퍼도 감정이안나오네,니가 독한거니 내가 찌질한거니,1
1388,2775,2776,눈썹 문신 어때?,니가 심어준 버릇,1
1389,2777,2778,눈썹 문신 하면 편할까?,눈썹 문신 해볼까,0
1390,2779,2780,눈썹이 귀여워,눈썹이 씰룩씰룩,0
1391,2781,2782,눈에서 멀어져도 좋아하는 건 어떡하죠?,대출껴서 집사는게 맞나?,1
1392,2783,2784,눈을 감아도 보고 싶어,대학교 고학번 선배랑 썸 타도 되나?,1
1393,2785,2786,눈이 건조해,눈이 뻑뻑해,0
1394,2787,2788,눈이 계속 뻑뻑해,눈이 뻑뻑해,0
1395,2789,2790,눈이 너무 많이 와,눈 좀 안 왔으면,0
1396,2791,2792,눈이 아파,폰을 오래했나 눈이 너무 뻑뻑해,0
1397,2793,2794,눈이 안 떠져,눈꺼풀이 무거워,0
1398,2795,2796,눈이 자꾸 나빠지는 것 같아,눈이 너무 나빠졌어,0
1399,2797,2798,눈이 자꾸 마주쳐,대학교에서 첫사랑 다시 만났어.,1
1400,2799,2800,눈이 피곤해,눈이 침침해,0
1401,2801,2802,눕자마자 잘 거 같아,누우면 바로 자,0
1402,2803,2804,뉴게임 없나?,새로운 게임 없나?,0
1403,2805,2806,뉴스는 역시 지루해,혼자 있으니까 편하네,1
1404,2807,2808,느낌이 좋아,느낌이 왔어,0
1405,2809,2810,늘 뒷모습만 보여줬어,나한테 뒷모습만 보여줬어,0
1406,2811,2812,늘 빡빡하게 살기 힘드네,빡빡한 일상,0
1407,2813,2814,능력이 너무 안돼,내 능력이 너무 모자라,0
1408,2815,2816,능력치 제로,능력이 없는 거 같아,0
1409,2817,2818,늦게 까지 술 먹나 보다,술만 먹으면 집에 늦게 와,0
1410,2819,2820,늦어지고 있는데 변명이 생각 안나,오늘 지각인듯 뭐라 그러지,0
1411,2821,2822,늦잠과 브런치 수다가 있는 주말,주말에 늦잠자고 브런치 먹으면서 수다 떨고 싶어,0
1412,2823,2824,니 물건들 잡동사니들다 버려달라고 부탁했는데,니가 원망스러워,1
1413,2825,2826,니가 생각나긴나,결국 이렇게 되는건가,1
1414,2827,2828,니가 없는 주말,다 끝났네.,1
1415,2829,2830,니가 이 글을 봤으면,다 내려놓았더니.잊혀지려고는 하는데,1
1416,2831,2832,다 그만 두고 싶다,다 그만하고싶어,0
1417,2833,2834,다 끝났네,다 잊고 살아야,0
1418,2835,2836,다 내 잘못인 것 같아,다 내 잘못이지,0
1419,2837,2838,다 내려놓고. 오늘부터 연락 끊었네.,다 정리된 상태에서 헤어지면 후폭풍 없나?,1
1420,2839,2840,다 맞춰주고 싶은 사람,대화가 안 통해,1
1421,2841,2842,다 부질없는짓 같아.,다가온 이별,1
1422,2843,2844,다 잊었는데 다시 그녀가 나타났어,대화가 잘 통하는 사람이야,1
1423,2845,2846,다 잊었는줄 알았는데.,다 괜찮은 줄 알았는데,0
1424,2847,2848,다 잘 될거야,잘되겠지,0
1425,2849,2850,다 잘맞는데 가치관이 다른 연애가 고민.,댄디한 남자 사귀고파,1
1426,2851,2852,다 잘해,못하는 게 없는 사람,0
1427,2853,2854,다 허무하다,다 필요없어,0
1428,2855,2856,다 허무하다,사는 게 허무해요,0
1429,2857,2858,다 힘들겠지?,나만 힘든 거 아니지?,0
1430,2859,2860,다가오는 크리마스,다들 힘들겠지,1
1431,2861,2862,다니던 회사를 그만두고 1년간 여행을 가자고 해.,더 사랑하고 싶다,1
1432,2863,2864,다들 아니라는 남자.,다들 잘 헤어졌데,1
1433,2865,2866,다들 어떻게 견딜까,다른 사람들도 나처럼 이렇게 힘들까,1
1434,2867,2868,다들 우리 잘 어울린대,더 사랑해달라고 말해볼까,1
1435,2869,2870,다른 거 해볼까,나 다른 거 해볼까,0
1436,2871,2872,다른 남자들도 그럴까?,다른 사람을 만나도 채워지지 않아,1
1437,2873,2874,다른 사람 신경쓰는 시간 아까워.,시간 아까워.,0
1438,2875,2876,다른 사람도 다 힘들겠지?,누구나 힘든거지?,0
1439,2877,2878,다른 사람들도 이런 재회 바라나?,다시 돌아오거나 연락이 올까.,1
1440,2879,2880,다른 사람들은 잘하는것 같아서 초초해,나만 제자리인듯,0
1441,2881,2882,다른 사람들은 행복해 보이는데,다른 사람들은 행복할까,0
1442,2883,2884,다른 사람들이 나 좋아했으면 좋겠어,다 나 좋아했으면 좋겠어,0
1443,2885,2886,다른 사람에게 뺏긴거 같네.,다시 또 가라 앉고 있습니다.,1
1444,2887,2888,다른 사람은 다 행복해보여,나만 빼고 행복해보여,0
1445,2889,2890,다른 사람은 잘만 하는 연애,더 사랑해달래,1
1446,2891,2892,다른 생각을 하는 사람이 많다.,내 생각이랑 다른 사람 생각이 진짜 다르다는 걸 느껴,0
1447,2893,2894,다른 학과 간다,전과했어,0
1448,2895,2896,다리 꼬면 안되는데 습관 안고쳐져,다리꼬지마,0
1449,2897,2898,다리 떠는거 말들음,다리 떠는거 지적받았어,0
1450,2899,2900,다리 떨면 진짜 복나가나?,다리 떨면 안 좋아?,0
1451,2901,2902,다리가 덜덜 떨려,다리가 후덜덜,0
